[16:15:35:913]	[OPER] Start> Initialize
[19:26:48:323]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:26:48:402]	[RECV] _ACK
[19:26:51:509]	[RECV] _RDY
[19:26:51:511]	[OPER] End > ApproachForPick, Result : Completed
[19:26:51:624]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:26:51:632]	[SEND] PICK 16 SLOT 1 ARM B
[19:26:51:699]	[RECV] _ACK
[19:26:54:830]	[RECV] _RDY
[19:26:54:830]	[OPER] End > Pick, Result : Completed
[19:26:54:957]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 10
[19:26:54:961]	[SEND] PLACE 9 SLOT 11 ARM B
[19:26:55:030]	[RECV] _ACK
[19:27:02:948]	[RECV] _RDY
[19:27:02:949]	[OPER] End > Place, Result : Completed
[19:27:02:965]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 12
[19:27:02:973]	[SEND] PICK 4 SLOT 13 ARM A
[19:27:03:041]	[RECV] _ACK
[19:27:10:185]	[RECV] _RDY
[19:27:10:186]	[OPER] End > Pick, Result : Completed
[19:27:10:321]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:27:10:323]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:27:10:403]	[RECV] _ACK
[19:27:13:305]	[RECV] _RDY
[19:27:13:306]	[OPER] End > ApproachForPlace, Result : Completed
[19:27:13:415]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 12
[19:27:13:419]	[SEND] PLACE 13 SLOT 1 ARM A
[19:27:13:487]	[RECV] _ACK
[19:27:18:019]	[RECV] _RDY
[19:27:18:020]	[OPER] End > Place, Result : Completed
[19:27:18:144]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:27:18:146]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:27:18:223]	[RECV] _ACK
[19:27:21:335]	[RECV] _RDY
[19:27:21:336]	[OPER] End > ApproachForPick, Result : Completed
[19:27:21:444]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:27:21:452]	[SEND] PICK 15 SLOT 1 ARM B
[19:27:21:519]	[RECV] _ACK
[19:27:24:637]	[RECV] _RDY
[19:27:24:639]	[OPER] End > Pick, Result : Completed
[19:27:24:771]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 10
[19:27:24:775]	[SEND] PLACE 11 SLOT 11 ARM B
[19:27:24:845]	[RECV] _ACK
[19:27:32:763]	[RECV] _RDY
[19:27:32:764]	[OPER] End > Place, Result : Completed
[19:27:32:896]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:27:32:898]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:27:32:978]	[RECV] _ACK
[19:27:36:188]	[RECV] _RDY
[19:27:36:189]	[OPER] End > ApproachForPick, Result : Completed
[19:27:36:302]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:27:36:310]	[SEND] PICK 16 SLOT 1 ARM B
[19:27:36:376]	[RECV] _ACK
[19:27:39:510]	[RECV] _RDY
[19:27:39:512]	[OPER] End > Pick, Result : Completed
[19:27:39:641]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 11
[19:27:39:645]	[SEND] PLACE 9 SLOT 12 ARM B
[19:27:39:713]	[RECV] _ACK
[19:27:47:624]	[RECV] _RDY
[19:27:47:625]	[OPER] End > Place, Result : Completed
[19:27:47:750]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:27:47:752]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:27:47:831]	[RECV] _ACK
[19:27:50:734]	[RECV] _RDY
[19:27:50:736]	[OPER] End > ApproachForPick, Result : Completed
[19:27:50:847]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:27:50:856]	[SEND] PICK 15 SLOT 1 ARM B
[19:27:50:923]	[RECV] _ACK
[19:27:54:065]	[RECV] _RDY
[19:27:54:066]	[OPER] End > Pick, Result : Completed
[19:27:54:190]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 11
[19:27:54:194]	[SEND] PLACE 11 SLOT 12 ARM B
[19:27:54:266]	[RECV] _ACK
[19:28:02:178]	[RECV] _RDY
[19:28:02:178]	[OPER] End > Place, Result : Completed
[19:28:02:300]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:28:02:302]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:28:02:381]	[RECV] _ACK
[19:28:05:594]	[RECV] _RDY
[19:28:05:594]	[OPER] End > ApproachForPick, Result : Completed
[19:28:05:706]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:28:05:714]	[SEND] PICK 16 SLOT 1 ARM B
[19:28:05:781]	[RECV] _ACK
[19:28:08:913]	[RECV] _RDY
[19:28:08:914]	[OPER] End > Pick, Result : Completed
[19:28:09:043]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 12
[19:28:09:048]	[SEND] PLACE 9 SLOT 13 ARM B
[19:28:09:117]	[RECV] _ACK
[19:28:17:026]	[RECV] _RDY
[19:28:17:026]	[OPER] End > Place, Result : Completed
[19:28:17:158]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:28:17:160]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:28:17:239]	[RECV] _ACK
[19:28:20:141]	[RECV] _RDY
[19:28:20:142]	[OPER] End > ApproachForPick, Result : Completed
[19:28:20:265]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:28:20:273]	[SEND] PICK 15 SLOT 1 ARM B
[19:28:20:339]	[RECV] _ACK
[19:28:23:471]	[RECV] _RDY
[19:28:23:472]	[OPER] End > Pick, Result : Completed
[19:28:23:490]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 12
[19:28:23:494]	[SEND] PLACE 11 SLOT 13 ARM B
[19:28:23:567]	[RECV] _ACK
[19:28:31:487]	[RECV] _RDY
[19:28:31:489]	[OPER] End > Place, Result : Completed
[19:28:38:892]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:28:38:894]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:28:38:973]	[RECV] _ACK
[19:28:42:183]	[RECV] _RDY
[19:28:42:183]	[OPER] End > ApproachForPick, Result : Completed
[19:28:42:295]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:28:42:303]	[SEND] PICK 16 SLOT 1 ARM B
[19:28:42:369]	[RECV] _ACK
[19:28:45:466]	[RECV] _RDY
[19:28:45:466]	[OPER] End > Pick, Result : Completed
[19:28:45:484]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 1
[19:28:45:488]	[SEND] PLACE 9 SLOT 2 ARM B
[19:28:45:555]	[RECV] _ACK
[19:28:53:468]	[RECV] _RDY
[19:28:53:468]	[OPER] End > Place, Result : Completed
[19:28:53:593]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 1
[19:28:53:601]	[SEND] PICK 11 SLOT 2 ARM A
[19:28:53:668]	[RECV] _ACK
[19:29:01:136]	[RECV] _RDY
[19:29:01:138]	[OPER] End > Pick, Result : Completed
[19:29:01:263]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:29:01:265]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:29:01:344]	[RECV] _ACK
[19:29:04:247]	[RECV] _RDY
[19:29:04:249]	[OPER] End > ApproachForPlace, Result : Completed
[19:29:04:374]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 1
[19:29:04:378]	[SEND] PLACE 14 SLOT 1 ARM A
[19:29:04:447]	[RECV] _ACK
[19:29:08:983]	[RECV] _RDY
[19:29:08:985]	[OPER] End > Place, Result : Completed
[19:29:09:114]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 2
[19:29:09:122]	[SEND] PICK 11 SLOT 3 ARM A
[19:29:09:189]	[RECV] _ACK
[19:29:17:479]	[RECV] _RDY
[19:29:17:479]	[OPER] End > Pick, Result : Completed
[19:29:17:612]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:29:17:614]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:29:17:692]	[RECV] _ACK
[19:29:20:595]	[RECV] _RDY
[19:29:20:597]	[OPER] End > ApproachForPlace, Result : Completed
[19:29:20:711]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 2
[19:29:20:715]	[SEND] PLACE 14 SLOT 1 ARM A
[19:29:20:784]	[RECV] _ACK
[19:29:25:294]	[RECV] _RDY
[19:29:25:295]	[OPER] End > Place, Result : Completed
[19:29:25:430]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 3
[19:29:25:438]	[SEND] PICK 11 SLOT 4 ARM A
[19:29:25:504]	[RECV] _ACK
[19:29:33:817]	[RECV] _RDY
[19:29:33:818]	[OPER] End > Pick, Result : Completed
[19:29:33:946]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:29:33:948]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:29:34:027]	[RECV] _ACK
[19:29:36:931]	[RECV] _RDY
[19:29:36:932]	[OPER] End > ApproachForPlace, Result : Completed
[19:29:37:051]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 3
[19:29:37:056]	[SEND] PLACE 14 SLOT 1 ARM A
[19:29:37:125]	[RECV] _ACK
[19:29:41:659]	[RECV] _RDY
[19:29:41:659]	[OPER] End > Place, Result : Completed
[19:29:41:677]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 0
[19:29:41:685]	[SEND] PICK 4 SLOT 1 ARM A
[19:29:41:749]	[RECV] _ACK
[19:29:50:133]	[RECV] _RDY
[19:29:50:135]	[OPER] End > Pick, Result : Completed
[19:29:50:261]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:29:50:263]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:29:50:343]	[RECV] _ACK
[19:29:53:244]	[RECV] _RDY
[19:29:53:245]	[OPER] End > ApproachForPlace, Result : Completed
[19:29:53:365]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:29:53:369]	[SEND] PLACE 13 SLOT 1 ARM A
[19:29:53:439]	[RECV] _ACK
[19:29:57:952]	[RECV] _RDY
[19:29:57:952]	[OPER] End > Place, Result : Completed
[19:29:58:080]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 1
[19:29:58:088]	[SEND] PICK 4 SLOT 2 ARM A
[19:29:58:152]	[RECV] _ACK
[19:30:06:530]	[RECV] _RDY
[19:30:06:531]	[OPER] End > Pick, Result : Completed
[19:30:06:659]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:30:06:661]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:30:06:739]	[RECV] _ACK
[19:30:09:642]	[RECV] _RDY
[19:30:09:643]	[OPER] End > ApproachForPlace, Result : Completed
[19:30:09:759]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 1
[19:30:09:763]	[SEND] PLACE 13 SLOT 1 ARM A
[19:30:09:833]	[RECV] _ACK
[19:30:14:355]	[RECV] _RDY
[19:30:14:356]	[OPER] End > Place, Result : Completed
[19:30:14:491]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 2
[19:30:14:499]	[SEND] PICK 4 SLOT 3 ARM A
[19:30:14:563]	[RECV] _ACK
[19:30:22:928]	[RECV] _RDY
[19:30:22:929]	[OPER] End > Pick, Result : Completed
[19:30:23:064]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:30:23:066]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:30:23:145]	[RECV] _ACK
[19:30:26:047]	[RECV] _RDY
[19:30:26:048]	[OPER] End > ApproachForPlace, Result : Completed
[19:30:26:160]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 2
[19:30:26:164]	[SEND] PLACE 13 SLOT 1 ARM A
[19:30:26:233]	[RECV] _ACK
[19:30:30:759]	[RECV] _RDY
[19:30:30:760]	[OPER] End > Place, Result : Completed
[19:30:30:894]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:30:30:896]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:30:30:975]	[RECV] _ACK
[19:30:34:623]	[RECV] _RDY
[19:30:34:624]	[OPER] End > ApproachForPick, Result : Completed
[19:30:34:737]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:30:34:747]	[SEND] PICK 16 SLOT 1 ARM B
[19:30:34:814]	[RECV] _ACK
[19:30:37:891]	[RECV] _RDY
[19:30:37:892]	[OPER] End > Pick, Result : Completed
[19:30:38:013]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 2
[19:30:38:017]	[SEND] PLACE 9 SLOT 3 ARM B
[19:30:38:085]	[RECV] _ACK
[19:30:46:000]	[RECV] _RDY
[19:30:46:001]	[OPER] End > Place, Result : Completed
[19:30:46:016]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 3
[19:30:46:024]	[SEND] PICK 4 SLOT 4 ARM A
[19:30:46:089]	[RECV] _ACK
[19:30:53:053]	[RECV] _RDY
[19:30:53:054]	[OPER] End > Pick, Result : Completed
[19:30:53:190]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:30:53:192]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:30:53:271]	[RECV] _ACK
[19:30:56:173]	[RECV] _RDY
[19:30:56:174]	[OPER] End > ApproachForPlace, Result : Completed
[19:30:56:297]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 3
[19:30:56:301]	[SEND] PLACE 13 SLOT 1 ARM A
[19:30:56:370]	[RECV] _ACK
[19:31:00:885]	[RECV] _RDY
[19:31:00:887]	[OPER] End > Place, Result : Completed
[19:31:01:021]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:31:01:023]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:31:01:102]	[RECV] _ACK
[19:31:04:212]	[RECV] _RDY
[19:31:04:212]	[OPER] End > ApproachForPick, Result : Completed
[19:31:04:334]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:31:04:342]	[SEND] PICK 15 SLOT 1 ARM B
[19:31:04:408]	[RECV] _ACK
[19:31:07:500]	[RECV] _RDY
[19:31:07:501]	[OPER] End > Pick, Result : Completed
[19:31:07:635]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 1
[19:31:07:639]	[SEND] PLACE 11 SLOT 2 ARM B
[19:31:07:708]	[RECV] _ACK
[19:31:15:624]	[RECV] _RDY
[19:31:15:624]	[OPER] End > Place, Result : Completed
[19:31:15:640]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 4
[19:31:15:648]	[SEND] PICK 11 SLOT 5 ARM A
[19:31:15:714]	[RECV] _ACK
[19:31:22:649]	[RECV] _RDY
[19:31:22:651]	[OPER] End > Pick, Result : Completed
[19:31:22:779]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:31:22:781]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:31:22:860]	[RECV] _ACK
[19:31:25:762]	[RECV] _RDY
[19:31:25:762]	[OPER] End > ApproachForPlace, Result : Completed
[19:31:25:882]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 4
[19:31:25:886]	[SEND] PLACE 14 SLOT 1 ARM A
[19:31:25:955]	[RECV] _ACK
[19:31:30:482]	[RECV] _RDY
[19:31:30:483]	[OPER] End > Place, Result : Completed
[19:31:30:609]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:31:30:611]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:31:30:689]	[RECV] _ACK
[19:31:33:796]	[RECV] _RDY
[19:31:33:798]	[OPER] End > ApproachForPick, Result : Completed
[19:31:33:906]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:31:33:914]	[SEND] PICK 16 SLOT 1 ARM B
[19:31:33:981]	[RECV] _ACK
[19:31:37:053]	[RECV] _RDY
[19:31:37:053]	[OPER] End > Pick, Result : Completed
[19:31:37:174]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 3
[19:31:37:178]	[SEND] PLACE 9 SLOT 4 ARM B
[19:31:37:245]	[RECV] _ACK
[19:31:45:167]	[RECV] _RDY
[19:31:45:169]	[OPER] End > Place, Result : Completed
[19:31:45:184]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 4
[19:31:45:192]	[SEND] PICK 4 SLOT 5 ARM A
[19:31:45:257]	[RECV] _ACK
[19:31:52:215]	[RECV] _RDY
[19:31:52:215]	[OPER] End > Pick, Result : Completed
[19:31:52:353]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:31:52:355]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:31:52:434]	[RECV] _ACK
[19:31:55:337]	[RECV] _RDY
[19:31:55:337]	[OPER] End > ApproachForPlace, Result : Completed
[19:31:55:446]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 4
[19:31:55:450]	[SEND] PLACE 13 SLOT 1 ARM A
[19:31:55:520]	[RECV] _ACK
[19:32:00:046]	[RECV] _RDY
[19:32:00:046]	[OPER] End > Place, Result : Completed
[19:32:00:176]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:32:00:178]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:32:00:261]	[RECV] _ACK
[19:32:03:370]	[RECV] _RDY
[19:32:03:370]	[OPER] End > ApproachForPick, Result : Completed
[19:32:03:489]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:32:03:497]	[SEND] PICK 15 SLOT 1 ARM B
[19:32:03:563]	[RECV] _ACK
[19:32:06:647]	[RECV] _RDY
[19:32:06:649]	[OPER] End > Pick, Result : Completed
[19:32:06:780]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 2
[19:32:06:784]	[SEND] PLACE 11 SLOT 3 ARM B
[19:32:06:853]	[RECV] _ACK
[19:32:14:774]	[RECV] _RDY
[19:32:14:774]	[OPER] End > Place, Result : Completed
[19:32:14:789]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 5
[19:32:14:797]	[SEND] PICK 11 SLOT 6 ARM A
[19:32:14:864]	[RECV] _ACK
[19:32:21:790]	[RECV] _RDY
[19:32:21:792]	[OPER] End > Pick, Result : Completed
[19:32:21:921]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:32:21:923]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:32:22:002]	[RECV] _ACK
[19:32:24:905]	[RECV] _RDY
[19:32:24:905]	[OPER] End > ApproachForPlace, Result : Completed
[19:32:25:021]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 5
[19:32:25:025]	[SEND] PLACE 14 SLOT 1 ARM A
[19:32:25:094]	[RECV] _ACK
[19:32:29:617]	[RECV] _RDY
[19:32:29:617]	[OPER] End > Place, Result : Completed
[19:32:29:742]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:32:29:744]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:32:29:823]	[RECV] _ACK
[19:32:32:929]	[RECV] _RDY
[19:32:32:931]	[OPER] End > ApproachForPick, Result : Completed
[19:32:33:045]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:32:33:053]	[SEND] PICK 16 SLOT 1 ARM B
[19:32:33:121]	[RECV] _ACK
[19:32:36:208]	[RECV] _RDY
[19:32:36:210]	[OPER] End > Pick, Result : Completed
[19:32:36:343]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 4
[19:32:36:347]	[SEND] PLACE 9 SLOT 5 ARM B
[19:32:36:413]	[RECV] _ACK
[19:32:44:331]	[RECV] _RDY
[19:32:44:332]	[OPER] End > Place, Result : Completed
[19:32:44:347]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 5
[19:32:44:355]	[SEND] PICK 4 SLOT 6 ARM A
[19:32:44:420]	[RECV] _ACK
[19:32:51:383]	[RECV] _RDY
[19:32:51:384]	[OPER] End > Pick, Result : Completed
[19:32:51:512]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:32:51:514]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:32:51:591]	[RECV] _ACK
[19:32:54:495]	[RECV] _RDY
[19:32:54:495]	[OPER] End > ApproachForPlace, Result : Completed
[19:32:54:615]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 5
[19:32:54:619]	[SEND] PLACE 13 SLOT 1 ARM A
[19:32:54:688]	[RECV] _ACK
[19:32:59:206]	[RECV] _RDY
[19:32:59:206]	[OPER] End > Place, Result : Completed
[19:32:59:343]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:32:59:345]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:32:59:423]	[RECV] _ACK
[19:33:02:534]	[RECV] _RDY
[19:33:02:535]	[OPER] End > ApproachForPick, Result : Completed
[19:33:02:655]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:33:02:663]	[SEND] PICK 15 SLOT 1 ARM B
[19:33:02:731]	[RECV] _ACK
[19:33:05:828]	[RECV] _RDY
[19:33:05:830]	[OPER] End > Pick, Result : Completed
[19:33:05:965]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 3
[19:33:05:969]	[SEND] PLACE 11 SLOT 4 ARM B
[19:33:06:039]	[RECV] _ACK
[19:33:13:957]	[RECV] _RDY
[19:33:13:958]	[OPER] End > Place, Result : Completed
[19:33:13:973]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 6
[19:33:13:982]	[SEND] PICK 11 SLOT 7 ARM A
[19:33:14:048]	[RECV] _ACK
[19:33:20:952]	[RECV] _RDY
[19:33:20:954]	[OPER] End > Pick, Result : Completed
[19:33:21:082]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:33:21:085]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:33:21:162]	[RECV] _ACK
[19:33:24:065]	[RECV] _RDY
[19:33:24:066]	[OPER] End > ApproachForPlace, Result : Completed
[19:33:24:186]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 6
[19:33:24:190]	[SEND] PLACE 14 SLOT 1 ARM A
[19:33:24:259]	[RECV] _ACK
[19:33:28:779]	[RECV] _RDY
[19:33:28:780]	[OPER] End > Place, Result : Completed
[19:33:28:913]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:33:28:915]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[19:33:28:992]	[RECV] _ACK
[19:33:32:101]	[RECV] _RDY
[19:33:32:102]	[OPER] End > ApproachForPick, Result : Completed
[19:33:32:221]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[19:33:32:229]	[SEND] PICK 16 SLOT 1 ARM B
[19:33:32:295]	[RECV] _ACK
[19:33:35:377]	[RECV] _RDY
[19:33:35:378]	[OPER] End > Pick, Result : Completed
[19:33:35:502]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 5
[19:33:35:506]	[SEND] PLACE 9 SLOT 6 ARM B
[19:33:35:573]	[RECV] _ACK
[19:33:43:487]	[RECV] _RDY
[19:33:43:488]	[OPER] End > Place, Result : Completed
[19:33:43:503]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 6
[19:33:43:511]	[SEND] PICK 4 SLOT 7 ARM A
[19:33:43:577]	[RECV] _ACK
[19:33:50:528]	[RECV] _RDY
[19:33:50:528]	[OPER] End > Pick, Result : Completed
[19:33:50:665]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[19:33:50:667]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[19:33:50:745]	[RECV] _ACK
[19:33:53:650]	[RECV] _RDY
[19:33:53:651]	[OPER] End > ApproachForPlace, Result : Completed
[19:33:53:761]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 6
[19:33:53:765]	[SEND] PLACE 13 SLOT 1 ARM A
[19:33:53:835]	[RECV] _ACK
[19:33:58:341]	[RECV] _RDY
[19:33:58:341]	[OPER] End > Place, Result : Completed
[19:33:58:468]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:33:58:470]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[19:33:58:548]	[RECV] _ACK
[19:34:01:658]	[RECV] _RDY
[19:34:01:659]	[OPER] End > ApproachForPick, Result : Completed
[19:34:01:779]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[19:34:01:787]	[SEND] PICK 15 SLOT 1 ARM B
[19:34:01:853]	[RECV] _ACK
[19:34:04:947]	[RECV] _RDY
[19:34:04:948]	[OPER] End > Pick, Result : Completed
[19:34:05:074]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 4
[19:34:05:078]	[SEND] PLACE 11 SLOT 5 ARM B
[19:34:05:148]	[RECV] _ACK
[19:34:13:062]	[RECV] _RDY
[19:34:13:063]	[OPER] End > Place, Result : Completed
[19:34:13:078]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 7
[19:34:13:086]	[SEND] PICK 11 SLOT 8 ARM A
[19:34:13:152]	[RECV] _ACK
[19:34:20:020]	[RECV] _RDY
[19:34:20:021]	[OPER] End > Pick, Result : Completed
[19:34:20:162]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[19:34:20:164]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[19:34:20:242]	[RECV] _ACK
[19:34:23:144]	[RECV] _RDY
[19:34:23:145]	[OPER] End > ApproachForPlace, Result : Completed
[19:34:23:268]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 7
[19:34:23:272]	[SEND] PLACE 14 SLOT 1 ARM A
